Frame #,# Obj,X,Y,Z,Doppler,Intensity
60,64,-0.19727,0.55859,0.52539,1.0275,75
60,64,0.61523,0.060547,0.33594,1.2843,61
60,64,0.6543,0,0.38281,1.2843,69
60,64,-0.17383,0.60156,0.48438,1.2843,34
60,64,-0.54883,0.31836,-0.30273,1.5412,24
60,64,-0.095703,0.28125,-0.080078,-0.77059,68
60,64,-0.12109,0.30469,-0.12695,-0.77059,109
60,64,-0.14844,0.27734,-0.23828,-0.77059,97
60,64,-0.095703,0.28516,-0.0625,-0.51373,380
60,64,-0.10938,0.32031,-0.095703,-0.51373,556
60,64,-0.0625,0.38867,-0.029297,-0.51373,570
60,64,-0.082031,0.42773,-0.056641,-0.51373,282
60,64,0.015625,0.46484,-0.12891,-0.51373,147
60,64,0,0.51563,-0.11133,-0.51373,59
60,64,-1.8672,6.7715,2.5449,-0.51373,81
60,64,-1.8789,6.9629,2.1172,-0.51373,119
60,64,-2.127,7.1133,1.4219,-0.51373,65
60,64,-0.095703,0.28906,-0.039063,-0.25686,1100
60,64,-0.10938,0.32813,-0.066406,-0.25686,1654
60,64,-0.0625,0.39063,-0.0019531,-0.25686,1533
60,64,-0.082031,0.43164,-0.023438,-0.25686,779
60,64,0.015625,0.47461,-0.09375,-0.25686,398
61,64,-0.125,0.28125,-0.021484,0,274
61,64,-0.14258,0.32031,-0.013672,0,323
61,64,-0.14844,0.36328,-0.052734,0,160
61,64,-0.23438,0.33789,-0.15625,0,100
61,64,-0.28711,0.36914,-0.12305,0,83
61,64,-1.8789,1.6484,0.17383,0,65
61,64,-1.8672,6.3633,3.4434,0,158
61,64,-1.8789,6.543,3.1855,0,209
61,64,-1.8906,6.748,2.8359,0,109
61,64,-1.6641,6.7578,3.0605,0,48
61,64,-2.1504,6.7148,2.959,0,57
61,64,-0.10742,0.24023,0.017578,0.25686,332
61,64,-0.125,0.28125,0.017578,0.25686,972
61,64,-0.14258,0.32031,0.0097656,0.25686,1158
61,64,-0.18555,0.3457,0.042969,0.25686,651
61,64,-0.054688,0.43359,-0.041016,0.25686,383
61,64,-0.044922,0.48047,-0.03125,0.25686,175
61,64,-1.8457,1.5898,0.35156,0.25686,131
61,64,-1.8008,1.707,0.3457,0.25686,233
61,64,-1.832,1.7305,0.38281,0.25686,157
61,64,1.2852,4.582,1.9473,0.25686,126
61,64,0.92773,5.3691,2.3516,0.25686,139
61,64,0.93359,5.6406,1.7461,0.25686,142
61,64,-2.0898,5.5977,4.4141,0.25686,154
61,64,-1.8672,6.0527,3.9609,0.25686,602
61,64,-1.8789,6.2441,3.7363,0.25686,800
61,64,-2.127,6.459,3.3027,0.25686,413
61,64,-1.6641,6.375,3.7949,0.25686,186
61,64,-2.1504,6.4219,3.5508,0.25686,209
61,64,-0.10742,0.23828,0.035156,0.51373,105
61,64,-0.125,0.2793,0.039063,0.51373,315
61,64,-0.1543,0.31445,0.029297,0.51373,375
61,64,-0.18555,0.3418,0.070313,0.51373,210
61,64,-0.054688,0.43555,-0.015625,0.51373,124
61,64,-1.8789,1.5723,0.52148,0.51373,83
61,64,-1.8672,5.7051,4.4492,0.51373,215
61,64,-2.1133,5.877,4.1797,0.51373,284
61,64,-2.127,6.1152,3.9023,0.51373,147
61,64,-2.1387,6.1992,3.8477,0.51373,66
61,64,-0.13477,0.27344,0.044922,0.77059,77
61,64,-0.1543,0.31055,0.054688,0.77059,91
61,64,-0.11523,0.27734,-0.064453,-0.77059,88
61,64,-0.14258,0.31055,-0.080078,-0.77059,106
61,64,-0.16016,0.35352,-0.072266,-0.77059,61
61,64,-0.099609,0.24219,-0.035156,-0.51373,160
61,64,-0.11523,0.28125,-0.046875,-0.51373,472
61,64,-0.14258,0.31641,-0.058594,-0.51373,572
61,64,-0.16016,0.35742,-0.058594,-0.51373,299
61,64,-0.23438,0.36914,-0.042969,-0.51373,97
61,64,-0.28711,0.375,-0.10352,-0.51373,73
61,64,-1.8672,6.7285,2.6563,-0.51373,106
61,64,-1.8789,6.8809,2.3711,-0.51373,139
61,64,-2.127,7.0254,1.8047,-0.51373,68
61,64,-0.099609,0.24414,-0.017578,-0.25686,475
61,64,-0.125,0.2793,-0.029297,-0.25686,1411
61,64,-0.14258,0.31836,-0.037109,-0.25686,1668
61,64,-0.16016,0.35938,-0.027344,-0.25686,890
61,64,-0.054688,0.42188,-0.11133,-0.25686,276
61,64,-0.30273,0.37109,-0.066406,-0.25686,188
61,64,-1.8008,1.7422,0.033203,-0.25686,120
61,64,1.4453,4.7148,1.4551,-0.25686,88
61,64,1.1211,5.7051,1.3887,-0.25686,88
61,64,-1.8672,6.5625,3.043,-0.25686,341
61,64,-1.8789,6.7207,2.7891,-0.25686,448
62,54,-0.17383,0.24805,-0.058594,0,57
62,54,-0.14258,0.32031,0.025391,0,48
62,54,-0.13672,0.36328,0.074219,0,40
62,54,-2.1016,6.4141,3.2031,0,107
62,54,-2.1133,6.5313,3.0605,0,137
62,54,-2.3633,6.7207,2.5313,0,57
62,54,-0.14844,0.2168,-0.023438,0.25686,275
62,54,-0.16406,0.25977,-0.015625,0.25686,586
62,54,-0.1875,0.29688,-0.017578,0.25686,524
62,54,-0.19727,0.3418,-0.029297,0.25686,199
62,54,0.44727,0.9707,0.25391,0.25686,42
62,54,0.5,0.98047,0.30664,0.25686,37
62,54,-1.8008,1.7148,0.30469,0.25686,89
62,54,-2.0898,6.0215,3.8145,0.25686,134
62,54,-2.1016,6.1719,3.6484,0.25686,500
62,54,-2.1133,6.3281,3.459,0.25686,613
62,54,-2.127,6.6641,2.8672,0.25686,242
62,54,-3.0898,6.8457,1.1875,0.25686,142
62,54,-2.1504,6.6621,3.0762,0.25686,161
62,54,-1.9219,6.7363,3.1738,0.25686,174
62,54,-0.14844,0.21875,-0.0058594,0.51373,93
62,54,-0.16406,0.25977,0.0058594,0.51373,197
62,54,-0.1875,0.29688,0.0078125,0.51373,177
62,54,-0.19727,0.3418,0.0078125,0.51373,68
62,54,-2.1016,5.9375,4.0176,0.51373,173
62,54,-2.1133,6.1016,3.8457,0.51373,214
62,54,-2.127,6.5156,3.1875,0.51373,89
62,54,-0.33008,0.33008,0.24609,1.5412,11
62,54,-0.14844,0.20313,-0.078125,-0.51373,72
62,54,-0.16406,0.24805,-0.078125,-0.51373,161
62,54,-0.17578,0.29492,-0.078125,-0.51373,149
62,54,-0.18555,0.33789,-0.085938,-0.51373,66
62,54,-1.8672,6.8828,2.2305,-0.51373,105
62,54,-1.8789,6.9863,2.0391,-0.51373,128
62,54,-0.14844,0.20898,-0.060547,-0.25686,217
62,54,-0.16406,0.25391,-0.056641,-0.25686,484
62,54,-0.17578,0.29883,-0.054688,-0.25686,460
62,54,-0.18555,0.34375,-0.0625,-0.25686,199
62,54,2.5547,0.8457,-0.42773,-0.25686,137
62,54,2.5957,0.90234,-0.33594,-0.25686,145
62,54,2.6367,0.9668,0.1543,-0.25686,159
62,54,2.7676,0.66797,0.23633,-0.25686,149
62,54,-1.8574,6.5508,2.9688,-0.25686,89
62,54,-1.8672,6.6836,2.7695,-0.25686,318
62,54,-1.8789,6.8184,2.541,-0.25686,383
62,54,-2.127,7.0684,1.6328,-0.25686,143
62,54,-3.0898,6.8887,-0.91016,-0.25686,91
62,54,-1.9121,7.125,2.0137,-0.25686,96
62,54,-0.51563,0.92188,0.30273,0.25686,35
62,54,-0.035156,0.625,-0.95508,0.25686,35
62,54,-0.47461,4.9512,5.75,0.25686,74
62,54,0.49414,0,-0.18359,1.5412,6
62,54,-0.32227,0,-0.39063,-0.51373,40
62,54,-0.47461,5.9727,4.6816,-0.25686,49
63,64,-0.16406,0.20508,-0.0097656,0,87
63,64,-0.21094,0.22266,-0.021484,0,177
63,64,-0.25195,0.23438,-0.072266,0,162
63,64,-0.29688,0.20313,-0.16602,0,66
63,64,-0.83594,0.96094,0.019531,0,57
63,64,-0.86523,0.99414,-0.0039063,0,51
63,64,1.8125,1.5566,-1.6445,0,26
63,64,2.7598,0,2.8398,0,25
63,64,-1.4941,1.0254,-2.377,0,38
63,64,-1.5156,0,-2.6484,0,56
63,64,-1.6348,1.8477,-1.8398,0,55
63,64,1.9121,3.3105,-0.10156,0,65
63,64,-1.8672,6.1484,3.8145,0,58
63,64,-1.8789,6.3203,3.6074,0,69
63,64,-0.17383,0.19922,-0.011719,0.25686,440
63,64,-0.20117,0.23047,-0.029297,0.25686,930
63,64,-0.2207,0.27148,-0.037109,0.25686,891
63,64,-0.23438,0.31641,-0.027344,0.25686,368
63,64,0.5,1.0273,-0.048828,0.25686,61
63,64,-0.76953,0.95703,0.09375,0.25686,91
63,64,-0.79688,0.99219,0.072266,0.25686,174
63,64,-0.86523,0.99414,0.03125,0.25686,146
63,64,2.8105,0,-2.502,0.25686,72
63,64,2.8535,0,-2.7734,0.25686,52
63,64,-1.4941,1.0742,-2.3535,0.25686,106
63,64,-1.5156,0,-2.6973,0.25686,157
63,64,0.74219,5.0293,3.0605,0.25686,88
63,64,0.93359,5.1855,2.8223,0.25686,88
63,64,-2.0898,5.5859,4.4258,0.25686,89
63,64,-2.1016,5.9297,4.0293,0.25686,338
63,64,-1.8789,6.1426,3.9004,0.25686,398
63,64,-1.6543,6.248,3.9219,0.25686,118
63,64,-2.3906,6.668,2.8809,0.25686,111
63,64,-2.4043,6.7285,2.8457,0.25686,139
63,64,-0.17383,0.19922,0.0078125,0.51373,152
63,64,-0.19141,0.24023,-0.011719,0.51373,315
63,64,-0.23047,0.26563,-0.013672,0.51373,301
63,64,-0.24805,0.30859,-0.0058594,0.51373,125
63,64,-0.79688,0.98828,0.11914,0.51373,65
63,64,-1.8672,5.5156,4.6816,0.51373,117
63,64,-1.8789,5.7734,4.4277,0.51373,137
63,64,-0.20117,0.23242,0,0.77059,62
63,64,-0.23047,0.26563,0.0097656,0.77059,58
63,64,-0.19141,0.20703,-0.12305,-0.77059,53
63,64,-0.20898,0.24805,-0.13672,-0.77059,54
63,64,-0.17383,0.18555,-0.072266,-0.51373,88
63,64,-0.19141,0.2207,-0.095703,-0.51373,197
63,64,-0.20898,0.26563,-0.099609,-0.51373,209
63,64,-0.22266,0.31445,-0.085938,-0.51373,108
63,64,-1.8672,6.9219,2.1016,-0.51373,77
63,64,-1.8789,6.9082,2.2891,-0.51373,88
63,64,-0.17383,0.19141,-0.054688,-0.25686,295
63,64,-0.19141,0.22852,-0.076172,-0.25686,639
63,64,-0.20898,0.27148,-0.078125,-0.25686,667
63,64,-0.22266,0.32031,-0.0625,-0.25686,339
63,64,-0.13672,0.37891,0.17578,-0.25686,101
63,64,-0.18164,0.44727,-0.03125,-0.25686,75
63,64,0.37695,1.0195,0.16016,-0.25686,47
63,64,-0.75586,1.0215,-0.099609,-0.25686,78
63,64,2.0762,3.0059,0.53125,-0.25686,87
63,64,-1.8672,6.623,2.9082,-0.25686,242
63,64,-1.8789,6.6973,2.8457,-0.25686,283
63,64,-1.6543,6.791,2.8789,-0.25686,81
63,64,-0.13281,0.31836,-0.070313,0,90
64,32,-0.16406,0.25977,-0.029297,0,40
64,32,-0.1875,0.29688,-0.015625,0,71
64,32,-0.21094,0.33594,-0.0019531,0,62
64,32,-0.19141,0.24023,0.0058594,0.25686,147
64,32,-0.20898,0.2832,0.0019531,0.25686,270
64,32,-0.21094,0.33594,0.0078125,0.25686,238
64,32,-0.23438,0.37305,0.0097656,0.25686,107
64,32,2.5547,0.94727,0.0039063,0.25686,65
64,32,2.5957,0.96094,0.070313,0.25686,75
64,32,2.6367,0.9375,0.2832,0.25686,87
64,32,2.6777,0.74414,0.6582,0.25686,79
64,32,-2.1016,6.1133,3.748,0.25686,102
64,32,-2.1133,6.3105,3.4922,0.25686,120
64,32,-0.19141,0.23828,0.021484,0.51373,47
64,32,-0.19727,0.28906,0.025391,0.51373,86
64,32,-0.22266,0.32617,0.033203,0.51373,77
64,32,-0.17383,0.24805,-0.058594,-0.51373,67
64,32,-0.1875,0.29102,-0.060547,-0.51373,131
64,32,-0.21094,0.33008,-0.0625,-0.51373,119
64,32,-0.2207,0.37305,-0.072266,-0.51373,53
64,32,-0.18164,0.19141,-0.011719,-0.25686,40
64,32,-0.17383,0.25195,-0.037109,-0.25686,206
64,32,-0.19727,0.28906,-0.039063,-0.25686,387
64,32,-0.21094,0.33203,-0.039063,-0.25686,338
64,32,-0.23438,0.37109,-0.033203,-0.25686,147
64,32,2.5547,0.9043,-0.28516,-0.25686,73
64,32,2.5957,0.92578,-0.26758,-0.25686,91
64,32,2.6367,0.97852,-0.017578,-0.25686,106
64,32,2.7676,0.61328,0.35352,-0.25686,93
64,32,-1.8672,6.6719,2.7949,-0.25686,102
64,32,-1.8789,6.8242,2.5293,-0.25686,117
64,32,-0.26953,0,0.22461,0,23
65,23,-0.20508,0.16406,0.0039063,0.25686,130
65,23,-0.24023,0.19141,0.011719,0.25686,216
65,23,-0.26367,0.23047,0.033203,0.25686,148
65,23,-0.23438,0.31836,-0.011719,0.25686,50
65,23,1.8457,3.0352,1.0039,0.25686,62
65,23,-0.24023,0.1875,0.041016,0.51373,73
65,23,-0.27539,0.20508,0.078125,0.51373,50
65,23,0.066406,0.52148,0.042969,1.2843,12
65,23,-0.29688,0.43555,-0.017578,1.5412,13
65,23,0.47852,0.19922,-0.099609,-2.0549,13
65,23,-0.24023,0.18555,-0.052734,-0.51373,58
65,23,-0.20508,0.16211,-0.03125,-0.25686,112
65,23,-0.23047,0.20117,-0.029297,-0.25686,184
65,23,-0.26367,0.23242,-0.013672,-0.25686,125
65,23,2.5957,0.83594,-0.48047,-0.25686,65
65,23,2.6367,0.97852,-0.037109,-0.25686,67
65,23,2.7676,0.68164,0.19531,-0.25686,64
65,23,0.32227,0.12109,-0.19531,0.25686,30
65,23,0.46094,2.6699,-2.5078,0.25686,35
65,23,-0.42773,0.099609,-0.29102,1.2843,12
65,23,0.3125,0.40234,0.13672,1.5412,10
65,23,1.6445,0,2.5215,-0.25686,36
65,23,1.582,0,2.4648,-0.25686,36
66,8,-0.20508,0.16406,0.0039063,0.25686,82
66,8,-0.23047,0.20313,-0.0097656,0.25686,149
66,8,-0.27539,0.21875,-0.021484,0.25686,116
66,8,-0.23047,0.20313,0.0019531,0.51373,47
66,8,-0.23047,0.19336,-0.0625,-0.51373,52
66,8,-0.19727,0.17188,-0.029297,-0.25686,90
66,8,-0.23047,0.19922,-0.044922,-0.25686,164
66,8,-0.26367,0.22266,-0.068359,-0.25686,126
67,19,-0.19727,0.17383,-0.0039063,0,41
67,19,-0.2207,0.21289,-0.0078125,0,83
67,19,-0.23047,0.26563,-0.0097656,0,80
67,19,-0.24805,0.30859,-0.0097656,0,39
67,19,-0.20508,0.16406,0.015625,0.25686,153
67,19,-0.23047,0.20313,0.0078125,0.25686,290
67,19,-0.24219,0.25586,0.0097656,0.25686,258
67,19,-0.24805,0.30859,0.023438,0.25686,114
67,19,-0.2207,0.21094,0.03125,0.51373,95
67,19,-0.24219,0.25391,0.033203,0.51373,86
67,19,-0.19727,0.16992,-0.037109,-0.51373,76
67,19,-0.21094,0.21875,-0.046875,-0.51373,145
67,19,-0.23047,0.25977,-0.056641,-0.51373,129
67,19,-0.24805,0.30273,-0.056641,-0.51373,55
67,19,-0.19727,0.17383,-0.019531,-0.25686,221
67,19,-0.2207,0.21289,-0.029297,-0.25686,425
67,19,-0.23047,0.26367,-0.033203,-0.25686,386
67,19,-0.24805,0.30664,-0.03125,-0.25686,172
67,19,-0.23438,0.36914,-0.041016,-0.25686,40
68,24,-0.19727,0.17383,-0.0078125,0,38
68,24,-0.2207,0.21289,-0.015625,0,63
68,24,-0.26367,0.23047,-0.033203,0,45
68,24,-0.18945,0.18359,0.011719,0.25686,131
68,24,-0.2207,0.21289,-0.0039063,0.25686,221
68,24,-0.26367,0.23047,-0.033203,0.25686,159
68,24,-2.1133,6.3652,3.3926,0.25686,66
68,24,-0.23047,0.20313,0.0078125,0.51373,71
68,24,0.14844,0.48438,0.14844,-1.798,14
68,24,-0.37891,0,-0.50391,-1.0275,12
68,24,-0.18164,0.1875,-0.035156,-0.51373,63
68,24,-0.2207,0.20703,-0.056641,-0.51373,104
68,24,-0.25195,0.22656,-0.09375,-0.51373,75
68,24,-0.18945,0.18164,-0.021484,-0.25686,188
68,24,-0.2207,0.21094,-0.041016,-0.25686,321
68,24,-0.25195,0.23438,-0.070313,-0.25686,234
68,24,-0.17383,0.35547,0.025391,-0.25686,87
68,24,2.8848,0,2.5117,-0.25686,59
68,24,-1.8789,6.5977,3.0703,-0.25686,65
68,24,-0.14258,0.31836,0.048828,0.25686,84
68,24,-0.47852,0.16797,0.14648,-1.798,8
68,24,-0.015625,0.4043,-0.33789,-1.0275,9
68,24,-0.30859,0.18164,-0.16797,-0.25686,62
68,24,-1.6348,2.1836,-1.4238,-0.25686,57
69,23,-0.17383,0.19727,-0.025391,0,50
69,23,-0.20117,0.23047,-0.027344,0,68
69,23,-0.23047,0.26367,-0.03125,0,42
69,23,-0.15039,0.1582,-0.013672,0.25686,83
69,23,-0.17383,0.19922,-0.011719,0.25686,292
69,23,-0.20117,0.23047,-0.017578,0.25686,406
69,23,-0.23047,0.26367,-0.033203,0.25686,234
69,23,-2.1133,6.209,3.6699,0.25686,49
69,23,-0.17383,0.19922,0.0019531,0.51373,95
69,23,-0.20117,0.23242,0.0019531,0.51373,131
69,23,-0.23047,0.26563,-0.0078125,0.51373,73
69,23,-0.16406,0.19531,-0.064453,-0.51373,128
69,23,-0.20117,0.21875,-0.076172,-0.51373,171
69,23,-0.2207,0.25781,-0.09375,-0.51373,103
69,23,-0.14453,0.16016,-0.041016,-0.25686,109
69,23,-0.16406,0.20117,-0.044922,-0.25686,375
69,23,-0.19141,0.23438,-0.054688,-0.25686,515
69,23,-0.2207,0.26563,-0.072266,-0.25686,303
69,23,-0.24805,0.29492,-0.091797,-0.25686,66
69,23,-1.6816,0,-2.498,-0.25686,60
69,23,-1.8008,0,-2.7539,-0.25686,93
69,23,2.8945,0,2.4824,-0.25686,49
69,23,-2.9375,0,2.1992,-0.25686,55
70,6,-0.17383,0.19922,-0.0097656,0.25686,105
70,6,-0.19141,0.24023,-0.011719,0.25686,141
70,6,-0.20898,0.2832,-0.0058594,0.25686,78
70,6,-0.16406,0.20117,-0.042969,-0.25686,113
70,6,-0.19141,0.23438,-0.052734,-0.25686,148
70,6,-0.20898,0.27734,-0.054688,-0.25686,84
71,8,-0.17383,0.19727,-0.019531,0.25686,77
71,8,-0.19141,0.24023,-0.013672,0.25686,102
71,8,-0.2207,0.27344,-0.011719,0.25686,63
71,8,0.16016,0.4668,-0.28711,-2.0549,12
71,8,-0.16406,0.19922,-0.050781,-0.25686,74
71,8,-0.19141,0.23438,-0.056641,-0.25686,98
71,8,-0.2207,0.26953,-0.050781,-0.25686,58
71,8,0.51758,0.23242,0.068359,-2.0549,12
72,20,-0.16406,0.20313,-0.027344,0,54
72,20,-0.20117,0.22852,-0.035156,0,65
72,20,-0.14453,0.16406,-0.017578,0.25686,108
72,20,-0.17383,0.19922,-0.011719,0.25686,326
72,20,-0.19141,0.24023,-0.0058594,0.25686,408
72,20,-0.23047,0.26563,-0.015625,0.25686,221
72,20,-0.13672,0.36914,-0.033203,0.25686,51
72,20,-0.17383,0.19922,0.0078125,0.51373,104
72,20,-0.20117,0.23242,0.015625,0.51373,130
72,20,-0.23047,0.26367,0.019531,0.51373,69
72,20,-0.15625,0.20508,-0.054688,-0.51373,139
72,20,-0.19141,0.23047,-0.066406,-0.51373,175
72,20,-0.20898,0.27344,-0.074219,-0.51373,93
72,20,-0.13672,0.16602,-0.044922,-0.25686,135
72,20,-0.16406,0.20117,-0.042969,-0.25686,416
72,20,-0.18359,0.24414,-0.042969,-0.25686,507
72,20,-0.2207,0.26758,-0.058594,-0.25686,277
72,20,-0.25977,0.25,-0.16211,-0.25686,52
72,20,-0.25977,0.2832,-0.095703,0.25686,44
72,20,-0.13672,0.36328,-0.082031,-0.25686,50
73,3,-0.16406,0.24805,-0.078125,0.25686,55
73,3,-0.14063,0.2168,-0.050781,-0.25686,46
73,3,-0.16406,0.24609,-0.083984,-0.25686,66
74,32,-0.11523,0.23633,-0.015625,0,217
74,32,-0.125,0.28125,-0.0078125,0,475
74,32,-0.13281,0.32617,-0.0019531,0,603
74,32,-0.14844,0.36719,-0.0039063,0,397
74,32,-0.15039,0.41211,0.0097656,0,106
74,32,-0.10352,0.19336,-0.0058594,0.25686,147
74,32,-0.11523,0.23633,0,0.25686,716
74,32,-0.13477,0.27734,0.0058594,0.25686,1482
74,32,-0.13281,0.32617,0.019531,0.25686,1733
74,32,-0.14844,0.36523,0.021484,0.25686,1097
74,32,-0.15039,0.41211,0.033203,0.25686,292
74,32,-0.12305,0.23242,0.015625,0.51373,257
74,32,-0.13477,0.27539,0.027344,0.51373,532
74,32,-0.14258,0.31836,0.039063,0.51373,642
74,32,-0.14844,0.36328,0.048828,0.51373,410
74,32,-0.16406,0.4043,0.058594,0.51373,109
74,32,-0.13477,0.27148,0.050781,0.77059,83
74,32,-0.14258,0.31445,0.064453,0.77059,93
74,32,-0.14844,0.36133,0.068359,0.77059,57
74,32,-0.125,0.27344,-0.066406,-0.77059,64
74,32,-0.13281,0.31641,-0.080078,-0.77059,67
74,32,-0.11523,0.23242,-0.050781,-0.51373,110
74,32,-0.125,0.27539,-0.054688,-0.51373,208
74,32,-0.13281,0.32227,-0.052734,-0.51373,223
74,32,-0.14844,0.36133,-0.056641,-0.51373,135
74,32,-0.11719,0.18555,-0.019531,-0.25686,86
74,32,-0.12305,0.23047,-0.029297,-0.25686,358
74,32,-0.125,0.2793,-0.033203,-0.25686,673
74,32,-0.14258,0.32031,-0.035156,-0.25686,706
74,32,-0.14844,0.36523,-0.035156,-0.25686,415
74,32,-0.15039,0.41016,-0.041016,-0.25686,112
74,32,-0.12305,0.37305,-0.048828,-0.51373,133
75,38,-0.089844,0.24805,0.0039063,0,74
75,38,-0.10547,0.28906,0.0019531,0,161
75,38,-0.10938,0.33398,-0.0078125,0,170
75,38,-0.11133,0.37891,-0.011719,0,93
75,38,-0.089844,0.24805,0.0097656,0.25686,309
75,38,-0.10547,0.28906,0.011719,0.25686,669
75,38,-0.10938,0.33398,0.0058594,0.25686,696
75,38,-0.12305,0.375,-0.0039063,0.25686,365
75,38,-0.15039,0.40625,0.076172,0.25686,116
75,38,1.9609,2.9668,0.99023,0.25686,116
75,38,1.3184,4.7773,1.8027,0.25686,63
75,38,-1.8672,5.9355,4.1367,0.25686,166
75,38,-1.8789,6.0918,3.9805,0.25686,184
75,38,-2.3633,6.2656,3.5078,0.25686,63
75,38,-0.089844,0.24609,0.021484,0.51373,111
75,38,-0.10547,0.28711,0.029297,0.51373,241
75,38,-0.12109,0.33008,0.023438,0.51373,243
75,38,-0.12305,0.375,0.015625,0.51373,130
75,38,-2.1016,5.8105,4.2012,0.51373,57
75,38,-2.1133,5.8926,4.1602,0.51373,64
75,38,-0.089844,0.24414,-0.039063,-0.51373,53
75,38,-0.095703,0.28711,-0.056641,-0.51373,121
75,38,-0.099609,0.33008,-0.072266,-0.51373,124
75,38,-0.11133,0.36523,-0.10352,-0.51373,63
75,38,-0.089844,0.24609,-0.027344,-0.25686,177
75,38,-0.10547,0.28711,-0.033203,-0.25686,385
75,38,-0.099609,0.33398,-0.041016,-0.25686,399
75,38,-0.11133,0.375,-0.060547,-0.25686,205
75,38,-0.15039,0.4043,-0.082031,-0.25686,68
75,38,1.9609,3.0723,0.58789,-0.25686,139
75,38,1.4824,4.9434,1.084,-0.25686,78
75,38,-1.8672,6.4961,3.1836,-0.25686,202
75,38,-1.8789,6.5957,3.0762,-0.25686,222
75,38,-2.127,6.7344,2.6953,-0.25686,74
75,38,-0.23047,0.023438,0.26367,-0.51373,67
75,38,-0.25977,0.29102,0.066406,-0.51373,48
75,38,-0.25977,0.18555,0.23242,-0.25686,133
75,38,-0.28906,0.32031,-0.085938,-0.25686,67
76,64,-0.095703,0.29102,0.019531,0,35
76,64,-0.10938,0.33398,0.019531,0,54
76,64,-0.12305,0.375,0.0058594,0,43
76,64,1.7852,3.6992,1.5645,0,66
76,64,1.6641,3.8457,1.4668,0,81
76,64,-1.8672,6.291,3.5703,0,112
76,64,-1.8789,6.3535,3.5488,0,107
76,64,-1.9004,7.1523,1.748,0,38
76,64,0.75,7.2852,3.2168,0,111
76,64,0.50195,7.3965,3.1191,0,95
76,64,-0.16406,0.19922,-0.052734,0.25686,156
76,64,-0.19141,0.23242,-0.056641,0.25686,241
76,64,-0.099609,0.33594,0.025391,0.25686,344
76,64,-0.12305,0.375,0.035156,0.25686,271
76,64,-0.13672,0.41211,0.068359,0.25686,100
76,64,2.7188,0,1.9355,0.25686,77
76,64,1.9609,2.8164,1.3613,0.25686,204
76,64,1.9844,2.7988,1.4766,0.25686,175
76,64,1.6484,3.6797,1.748,0.25686,181
76,64,1.6641,3.748,1.7012,0.25686,232
76,64,1.541,3.8945,1.5977,0.25686,174
76,64,0.92773,5.1953,2.7109,0.25686,117
76,64,1.1211,5.2617,2.6055,0.25686,81
76,64,-1.8574,6.0703,3.8555,0.25686,115
76,64,-2.1016,5.9727,3.9668,0.25686,322
76,64,-2.1133,5.9746,4.041,0.25686,292
76,64,-1.8906,6.5723,3.2227,0.25686,88
76,64,-1.6641,6.7324,3.1152,0.25686,124
76,64,0.75,6.959,3.873,0.25686,280
76,64,0.75391,7.1719,3.5605,0.25686,235
76,64,-0.085938,0.28711,0.072266,0.51373,80
76,64,-0.099609,0.33398,0.048828,0.51373,117
76,64,-0.12305,0.37109,0.058594,0.51373,91
76,64,1.9609,2.7383,1.5117,0.51373,62
76,64,1.5254,3.709,1.9004,0.51373,71
76,64,-2.1016,5.5645,4.5234,0.51373,96
76,64,-2.1133,5.5664,4.5859,0.51373,87
76,64,0.5,6.6055,4.4844,0.51373,89
76,64,-0.18359,0.23047,-0.091797,-0.51373,76
76,64,-0.099609,0.33594,-0.037109,-0.51373,82
76,64,1.7852,3.8828,1.0234,-0.51373,97
76,64,1.8027,3.9473,0.93164,-0.51373,128
76,64,-1.8672,6.7129,2.6992,-0.51373,181
76,64,-1.8789,6.7402,2.7441,-0.51373,172
76,64,0.75,7.5508,2.5332,-0.51373,151
76,64,0.75391,7.6855,2.2441,-0.51373,132
76,64,-0.16406,0.18945,-0.082031,-0.25686,156
76,64,-0.19141,0.23047,-0.068359,-0.25686,237
76,64,-0.099609,0.33594,-0.027344,-0.25686,253
76,64,-0.11133,0.37891,-0.013672,-0.25686,195
76,64,2.4688,0.87695,-0.74805,-0.25686,76
76,64,-2.9004,0,1.457,-0.25686,90
76,64,2.8535,0,1.3262,-0.25686,99
76,64,1.9609,2.9785,0.95703,-0.25686,302
76,64,1.9844,2.9824,1.0586,-0.25686,262
76,64,1.6484,3.9043,1.1621,-0.25686,284
76,64,1.6641,3.959,1.125,-0.25686,361
76,64,1.1133,5.4629,2.0332,-0.25686,188
76,64,1.1211,5.584,1.8145,-0.25686,129
76,64,0.57227,6.0547,-0.57227,-0.25686,105
76,64,0.57617,6.0449,-0.99414,-0.25686,95
76,64,-1.625,6.5098,3.1875,-0.25686,179
76,64,-1.6348,6.6016,3.0957,-0.25686,506
76,64,-1.6445,6.6328,3.1309,-0.25686,474
77,33,-0.10742,0.24023,-0.011719,0,201
77,33,-0.095703,0.28906,-0.044922,0,336
77,33,-0.099609,0.33398,-0.052734,0,534
77,33,-0.11133,0.37695,-0.048828,0,400
77,33,-0.13672,0.41406,-0.054688,0,112
77,33,-0.095703,0.19727,-0.0078125,0.25686,179
77,33,-0.11523,0.23633,0.0039063,0.25686,730
77,33,-0.10547,0.28711,-0.025391,0.25686,1097
77,33,-0.099609,0.33398,-0.042969,0.25686,1701
