Frame, Obj,X,Y,Z,Doppler,Intensity
356,27,0,6.7969,-0.45703,-0.25686,112
356,27,0,6.8535,-0.2207,-0.25686,265
356,27,0,6.8984,0.12305,-0.25686,307
356,27,0.2168,6.8926,0.82031,-0.25686,303
356,27,0.4375,6.9258,0.82617,-0.25686,275
356,27,0.43945,7.0176,0.1543,-0.25686,151
356,27,-2.3867,2.4082,-6.0605,0,46
357,12,0,6.7832,1,0.25686,87
357,12,0,6.7871,1.248,0.25686,105
357,12,0.2168,6.6582,1.9609,0.25686,103
357,12,0.21875,6.6953,1.9863,0.25686,96
357,12,1.5156,1.3105,-0.26367,-0.25686,80
357,12,0.21484,6.793,-0.90039,-0.25686,101
357,12,0,6.875,-0.58398,-0.25686,119
357,12,0.2168,6.9395,0.14648,-0.25686,118
357,12,0.21875,6.9824,0.18164,-0.25686,106
357,12,-2.3711,0,6.7793,-0.25686,62
357,12,-2.1699,0,-6.6152,-0.25686,62
357,12,-2.1836,0,-6.6855,-0.25686,55
359,8,0,6.8066,1.1387,0.25686,75
359,8,0.2168,6.7461,1.6328,0.25686,70
359,8,-0.26367,0,-0.51367,-2.0549,13
359,8,0,6.8555,-0.1582,-0.25686,67
359,8,0.21484,6.8965,0.087891,-0.25686,72
359,8,0.2168,6.9043,0.70898,-0.25686,68
359,8,0.21875,6.9629,0.55469,-0.25686,63
359,8,0.51172,0,-0.25781,-2.0549,9
362,12,1.4219,1.373,0.074219,0.25686,100
362,12,1.5801,1.2305,0.27734,0.25686,125
362,12,0,6.8145,0.75977,0.25686,95
362,12,0,6.8281,1,0.25686,108
362,12,0.2168,6.7246,1.7168,0.25686,107
362,12,0.21875,6.75,1.7969,0.25686,94
362,12,1.4824,1.3086,-0.017578,-0.25686,122
362,12,1.5156,1.3379,0.015625,-0.25686,142
362,12,0,6.8398,-0.46289,-0.25686,115
362,12,0.21484,6.8965,-0.025391,-0.25686,124
362,12,0.2168,6.916,0.57813,-0.25686,116
362,12,0.4375,6.9531,0.54492,-0.25686,106
363,17,1.4219,1.375,0.0058594,0.25686,80
363,17,1.5156,1.3379,0.019531,0.25686,97
363,17,0,6.8398,0.46289,0.25686,111
363,17,0,6.8594,0.75391,0.25686,118
363,17,0.2168,6.7695,1.5313,0.25686,109
363,17,0.4375,6.7891,1.5938,0.25686,103
363,17,-0.082031,0.51953,-0.033203,-0.77059,9
363,17,1.5156,1.3359,-0.050781,-0.25686,87
363,17,0,6.8477,-0.35156,-0.25686,102
363,17,0.21484,6.8965,-0.048828,-0.25686,106
363,17,0.2168,6.9258,0.44336,-0.25686,98
363,17,0.4375,6.9707,0.22266,-0.25686,96
363,17,-2.3867,4.0176,-5.1367,0.25686,56
363,17,-2.1836,4.4102,-4.9609,0.25686,52
363,17,0.26367,0.41797,0.18555,-0.77059,8
363,17,-2.3711,1.3535,-6.3379,-0.25686,58
363,17,-2.3867,3.0391,-5.7695,-0.25686,53
365,9,0,6.8398,0.47266,0.25686,88
365,9,0.21484,6.8574,0.72852,0.25686,95
365,9,0.2168,6.8184,1.293,0.25686,90
365,9,0.21875,6.8379,1.4238,0.25686,81
365,9,0.21484,6.8535,-0.041016,-0.25686,99
365,9,0.21484,6.8906,0.27344,-0.25686,106
365,9,0.43359,6.8887,0.75586,-0.25686,97
365,9,0.4375,6.9375,0.72266,-0.25686,84
365,9,-2.1836,3.625,-5.5605,-0.25686,43
366,13,0,6.8203,0.69922,0.25686,67
366,13,0.21484,6.7852,1.2402,0.25686,77
366,13,0.43359,6.6387,1.9922,0.25686,71
366,13,0.4375,6.6777,2.0117,0.25686,60
366,13,0,6.8438,-0.41797,-0.25686,68
366,13,0,6.877,-0.56055,-0.25686,78
366,13,0.2168,6.9375,-0.20898,-0.25686,78
366,13,0.4375,6.9551,-0.51758,-0.25686,70
366,13,-2.3574,3.6484,-5.3047,0.25686,37
366,13,-2.3711,3.4238,-5.502,0.25686,45
366,13,-2.1699,4.2168,-5.0723,0.25686,42
366,13,-2.1836,4.373,-4.9941,0.25686,34
366,13,-2.3711,0.30469,-6.4727,-0.25686,40
367,1,1.4531,1.4023,0.10352,0.25686,91
370,13,1.5156,1.3379,-0.021484,0.25686,89
370,13,-0.21484,6.8145,0.73242,0.25686,121
370,13,0,6.8086,1.1211,0.25686,135
370,13,0.2168,6.709,1.7754,0.25686,134
370,13,0.21875,6.7773,1.6855,0.25686,127
370,13,1.5156,1.3301,-0.14063,-0.25686,110
370,13,0.21484,6.8535,-0.044922,-0.25686,141
370,13,0,6.8965,0.20508,-0.25686,161
370,13,0.2168,6.875,0.95117,-0.25686,158
370,13,0.4375,6.9316,0.77539,-0.25686,152
370,13,0.43945,7.0117,-0.28711,-0.25686,93
370,13,-2.3711,1.6484,-6.2676,-0.25686,83
370,13,-2.3867,2.6914,-5.9395,-0.25686,85
373,21,-0.42578,6.7813,0.49805,0.25686,101
373,21,-0.21484,6.8184,0.68945,0.25686,227
373,21,-0.21484,6.8398,0.88867,0.25686,243
373,21,0,6.7891,1.4609,0.25686,224
373,21,0,6.8594,1.3301,0.25686,196
373,21,0,7.0254,0.30078,0.25686,115
373,21,-0.42773,6.7969,0.78711,0.51373,76
373,21,-0.21484,6.7949,1.1816,0.51373,83
373,21,0,6.7773,1.5098,0.51373,79
373,21,0.21484,6.8926,0.24805,-0.51373,62
373,21,1.4531,1.4063,-0.027344,-0.25686,81
373,21,0,6.8555,0.015625,-0.25686,177
373,21,0,6.8984,0.18945,-0.25686,191
373,21,0.2168,6.9063,0.69141,-0.25686,175
373,21,0.21875,6.957,0.625,-0.25686,155
373,21,0.43945,7.0176,-0.11523,-0.25686,91
373,21,-2.5879,0,6.6172,-0.51373,35
373,21,-2.3711,0.43555,-6.4648,-0.25686,97
373,21,-2.3867,2.291,-6.1055,-0.25686,93
373,21,-2.4023,2.4863,-6.0723,-0.25686,83
373,21,-2.1973,0,6.8828,-0.25686,49
374,10,-0.21484,6.8262,0.60938,0.25686,83
374,10,0,6.8496,0.83398,0.25686,87
374,10,0,6.8398,1.2012,0.25686,79
