Frame,Obj,X,Y,Z,Doppler,Intensity
112,4,0.42578,2.6777,-0.27539,1.0275,135
112,4,-0.51953,0.49023,-2.6758,1.0275,170
112,4,-0.5957,0.45117,2.6211,1.0275,115
112,4,0.43359,2.7109,-0.36914,1.0275,136
113,10,0.42578,2.6797,-0.25,1.0275,122
113,10,-0.43359,0.95703,-2.5625,1.0275,143
113,10,-0.3457,1.5625,2.2598,1.798,109
113,10,-0.26367,1.582,2.3105,1.798,130
113,10,-0.085938,2.7344,-0.42188,-2.0549,171
113,10,0,2.7852,-0.39453,-2.0549,174
113,10,0,2.7461,-0.35547,-1.0275,169
113,10,-0.51172,0.78125,-2.5605,1.0275,101
113,10,0.51953,2.6875,-0.42188,1.0275,117
113,10,0.69141,2.6328,-0.50195,1.798,72
114,6,0.52734,2.6797,-0.67383,1.0275,149
114,6,0.25586,2.7051,-0.21094,-1.0275,210
114,6,0.25977,2.6992,-0.56055,-1.0275,212
114,6,-0.43945,1.3008,2.4551,1.0275,115
114,6,-0.68164,0.77344,-2.5234,-1.0275,140
114,6,-0.7793,0,2.7051,-1.0275,148
115,6,0.25977,2.7305,-0.375,0.25686,132
115,6,0.16992,2.7148,0.1582,1.0275,153
115,6,-0.17383,2.7305,-0.42969,-2.0549,171
115,6,-0.17383,2.7461,-0.30664,-1.798,133
115,6,-0.7793,1.1797,2.3809,0.25686,74
115,6,0.7793,0,2.6855,-1.798,74
116,7,0.33984,2.6953,-0.22266,1.0275,164
116,7,0.3457,2.7441,-0.11328,1.0275,132
116,7,0,2.7422,-0.62695,-2.0549,155
116,7,0.51953,2.1836,-1.6211,-1.0275,135
116,7,-0.68164,0,-2.6914,1.0275,103
116,7,-0.60547,1.2266,-2.4082,1.0275,122
116,7,-0.51953,2.5293,1,-1.0275,128
118,1,0.16992,2.6523,-0.59961,1.0275,223
119,6,0.51953,1.5078,2.2637,-2.0549,185
119,6,0.25586,2.7129,0.021484,-1.0275,175
119,6,0.17383,2.7617,-0.091797,-1.0275,189
119,6,-0.51953,2.6543,-0.5918,-2.0549,168
119,6,-0.68164,0,-2.7246,-1.0275,104
119,6,-0.7793,0,-2.709,-1.0275,123
124,6,0.25586,2.7129,-0.029297,1.0275,154
124,6,0.43359,2.7344,-0.060547,1.0275,137
124,6,-0.43359,2.7344,0.023438,-2.0549,164
124,6,-0.68164,0.61523,-2.5664,1.0275,82
124,6,-0.60547,0.61719,-2.6309,1.0275,122
124,6,0.69141,0,-2.75,-2.0549,146
125,9,-0.17578,1.8926,2.0723,1.798,205
125,9,0.085938,2.6504,-0.79688,-2.0549,192
125,9,0.087891,2.7402,-0.625,-2.0549,223
125,9,0.085938,2.7031,-0.33398,-1.0275,186
125,9,0.085938,2.7422,-0.375,-1.0275,232
125,9,0.17578,2.7891,-0.32227,-1.0275,155
125,9,0.17383,2.752,-0.25195,-0.77059,166
125,9,-0.7793,2.1719,1.5293,-2.0549,101
125,9,-0.79102,2.0078,1.8027,-1.0275,100
126,2,0.16992,2.7129,-0.19531,-1.0275,166
126,2,0.085938,2.7266,-0.4707,-1.0275,171
127,6,0.17383,2.75,-0.26367,0.25686,154
127,6,0.16992,2.6523,-0.60352,1.0275,215
127,6,0.17383,2.6191,-0.88281,1.0275,203
